node_1	node_2	node_1_type	node_2_type	node_1_name	node_2_name
3146	GO:0043280	protein	functional_pathway	HMGB1	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
4217	GO:0043280	protein	functional_pathway	MAP3K5	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
4609	GO:0043280	protein	functional_pathway	MYC	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
4824	GO:0043280	protein	functional_pathway	NKX3-1	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
4838	GO:0043280	protein	functional_pathway	NODAL	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
5366	GO:0043280	protein	functional_pathway	PMAIP1	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
5978	GO:0043280	protein	functional_pathway	REST	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
7124	GO:0043280	protein	functional_pathway	TNF	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
8743	GO:0043280	protein	functional_pathway		positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
9141	GO:0043280	protein	functional_pathway	PDCD5	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
9647	GO:0043280	protein	functional_pathway	PPM1F	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
10016	GO:0043280	protein	functional_pathway	PDCD6	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
10134	GO:0043280	protein	functional_pathway	BCAP31	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
10392	GO:0043280	protein	functional_pathway	NOD1	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
10550	GO:0043280	protein	functional_pathway	ARL6IP5	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
22900	GO:0043280	protein	functional_pathway	CARD8	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
23151	GO:0043280	protein	functional_pathway	GRAMD4	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
23411	GO:0043280	protein	functional_pathway	SIRT1	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
27429	GO:0043280	protein	functional_pathway	HTRA2	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
29108	GO:0043280	protein	functional_pathway	PYCARD	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
51024	GO:0043280	protein	functional_pathway	FIS1	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
51079	GO:0043280	protein	functional_pathway	NDUFA13	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
55655	GO:0043280	protein	functional_pathway	NLRP2	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
83595	GO:0043280	protein	functional_pathway	SOX7	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
114548	GO:0043280	protein	functional_pathway	NLRP3	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
130399	GO:0043280	protein	functional_pathway	ACVR1C	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
255082	GO:0043280	protein	functional_pathway	CASC2	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
414899	GO:0043280	protein	functional_pathway	BLID	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
207	GO:0006924	protein	functional_pathway	AKT1	activation-induced cell death of T cells
356	GO:0070231	protein	functional_pathway	FASLG	T cell apoptotic process
1178	GO:0070231	protein	functional_pathway	CLC	T cell apoptotic process
3673	GO:0006929	protein	functional_pathway	ITGA2	substrate-dependent cell migration
22801	GO:0006929	protein	functional_pathway	ITGA11	substrate-dependent cell migration
8829	GO:0006930	protein	functional_pathway	NRP1	substrate-dependent cell migration, cell extension
5788	GO:0006933	protein	functional_pathway	PTPRC	negative regulation of cell adhesion involved in substrate-bound cell migration
94	GO:0007162	protein	functional_pathway	ACVRL1	negative regulation of cell adhesion
102	GO:0007162	protein	functional_pathway	ADAM10	negative regulation of cell adhesion
284	GO:0007162	protein	functional_pathway	ANGPT1	negative regulation of cell adhesion
1012	GO:0007162	protein	functional_pathway	CDH13	negative regulation of cell adhesion
2065	GO:0007162	protein	functional_pathway	ERBB3	negative regulation of cell adhesion
2192	GO:0007162	protein	functional_pathway	FBLN1	negative regulation of cell adhesion
3273	GO:0007162	protein	functional_pathway	HRG	negative regulation of cell adhesion
3827	GO:0007162	protein	functional_pathway	KNG1	negative regulation of cell adhesion
5140	GO:0007162	protein	functional_pathway	PDE3B	negative regulation of cell adhesion
5364	GO:0007162	protein	functional_pathway	PLXNB1	negative regulation of cell adhesion
5365	GO:0007162	protein	functional_pathway	PLXNB3	negative regulation of cell adhesion
5921	GO:0007162	protein	functional_pathway	RASA1	negative regulation of cell adhesion
9404	GO:0007162	protein	functional_pathway	LPXN	negative regulation of cell adhesion
9750	GO:0007162	protein	functional_pathway	RIPOR2	negative regulation of cell adhesion
10507	GO:0007162	protein	functional_pathway	SEMA4D	negative regulation of cell adhesion
27289	GO:0007162	protein	functional_pathway	RND1	negative regulation of cell adhesion
375056	GO:0007162	protein	functional_pathway	MIA3	negative regulation of cell adhesion
1235	GO:0006935	protein	functional_pathway	CCR6	chemotaxis
1673	GO:0006935	protein	functional_pathway	DEFB4A	chemotaxis
3071	GO:0006935	protein	functional_pathway	NCKAP1L	chemotaxis
3579	GO:0006935	protein	functional_pathway	CXCR2	chemotaxis
3627	GO:0006935	protein	functional_pathway	CXCL10	chemotaxis
4283	GO:0006935	protein	functional_pathway	CXCL9	chemotaxis
6036	GO:0006935	protein	functional_pathway	RNASE2	chemotaxis
6348	GO:0006935	protein	functional_pathway	CCL3	chemotaxis
6364	GO:0006935	protein	functional_pathway	CCL20	chemotaxis
6373	GO:0006935	protein	functional_pathway	CXCL11	chemotaxis
6376	GO:0006935	protein	functional_pathway	CX3CL1	chemotaxis
11251	GO:0006935	protein	functional_pathway	PTGDR2	chemotaxis
779	GO:0006936	protein	functional_pathway	CACNA1S	muscle contraction
1140	GO:0006936	protein	functional_pathway	CHRNB1	muscle contraction
1180	GO:0006936	protein	functional_pathway	CLCN1	muscle contraction
4620	GO:0006936	protein	functional_pathway	MYH2	muscle contraction
4622	GO:0006936	protein	functional_pathway	MYH4	muscle contraction
4624	GO:0006936	protein	functional_pathway	MYH6	muscle contraction
4625	GO:0006936	protein	functional_pathway	MYH7	muscle contraction
4632	GO:0006936	protein	functional_pathway	MYL1	muscle contraction
6901	GO:0006936	protein	functional_pathway	TAZ	muscle contraction
7134	GO:0006937	protein	functional_pathway	TNNC1	regulation of muscle contraction
4634	GO:0006942	protein	functional_pathway	MYL3	regulation of striated muscle contraction
7140	GO:0006942	protein	functional_pathway	TNNT3	regulation of striated muscle contraction
920	GO:0006948	protein	functional_pathway	CD4	induction by virus of host cell-cell fusion
1471	GO:0006952	protein	functional_pathway	CST3	defense response
8079	GO:0006952	protein	functional_pathway	MLF2	defense response
197	GO:0006953	protein	functional_pathway	AHSG	acute-phase response
3630	GO:0006953	protein	functional_pathway	INS	acute-phase response
3579	GO:0006968	protein	functional_pathway	CXCR2	cellular defense response
51715	GO:0006968	protein	functional_pathway	RAB23	cellular defense response
1263	GO:0006970	protein	functional_pathway	PLK3	response to osmotic stress
1386	GO:0006970	protein	functional_pathway	ATF2	response to osmotic stress
3778	GO:0006970	protein	functional_pathway	KCNMA1	response to osmotic stress
5603	GO:0006970	protein	functional_pathway	MAPK13	response to osmotic stress
5609	GO:0006970	protein	functional_pathway	MAP2K7	response to osmotic stress
56262	GO:0006970	protein	functional_pathway	LRRC8A	response to osmotic stress
57468	GO:0006971	protein	functional_pathway	SLC12A5	hypotonic response
25	GO:0006975	protein	functional_pathway	ABL1	DNA damage induced protein phosphorylation
472	GO:0006975	protein	functional_pathway	ATM	DNA damage induced protein phosphorylation
1111	GO:0006975	protein	functional_pathway	CHEK1	DNA damage induced protein phosphorylation
5595	GO:0006975	protein	functional_pathway	MAPK3	DNA damage induced protein phosphorylation
11200	GO:0006975	protein	functional_pathway	CHEK2	DNA damage induced protein phosphorylation
835	GO:0006977	protein	functional_pathway	CASP2	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
1026	GO:0006977	protein	functional_pathway	CDKN1A	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
4193	GO:0006977	protein	functional_pathway	MDM2	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
4582	GO:0006977	protein	functional_pathway	MUC1	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
6154	GO:0006977	protein	functional_pathway	RPL26	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
6659	GO:0006977	protein	functional_pathway	SOX4	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
7157	GO:0006977	protein	functional_pathway	TP53	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
8738	GO:0006977	protein	functional_pathway	CRADD	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
55367	GO:0006977	protein	functional_pathway	PIDD1	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
672	GO:0071158	protein	functional_pathway	BRCA1	positive regulation of cell cycle arrest
2627	GO:0071158	protein	functional_pathway	GATA6	positive regulation of cell cycle arrest
3642	GO:0071158	protein	functional_pathway	INSM1	positive regulation of cell cycle arrest
4303	GO:0071158	protein	functional_pathway	FOXO4	positive regulation of cell cycle arrest
5311	GO:0071158	protein	functional_pathway	PKD2	positive regulation of cell cycle arrest
7157	GO:0071158	protein	functional_pathway	TP53	positive regulation of cell cycle arrest
7161	GO:0071158	protein	functional_pathway	TP73	positive regulation of cell cycle arrest
7709	GO:0071158	protein	functional_pathway	ZBTB17	positive regulation of cell cycle arrest
8091	GO:0071158	protein	functional_pathway	HMGA2	positive regulation of cell cycle arrest
9349	GO:0071158	protein	functional_pathway	RPL23	positive regulation of cell cycle arrest
10514	GO:0071158	protein	functional_pathway	MYBBP1A	positive regulation of cell cycle arrest
23378	GO:0071158	protein	functional_pathway	RRP8	positive regulation of cell cycle arrest
28984	GO:0071158	protein	functional_pathway	RGCC	positive regulation of cell cycle arrest
51379	GO:0071158	protein	functional_pathway	CRLF3	positive regulation of cell cycle arrest
81857	GO:0071158	protein	functional_pathway	MED25	positive regulation of cell cycle arrest
115426	GO:0071158	protein	functional_pathway	UHRF2	positive regulation of cell cycle arrest
153090	GO:0071158	protein	functional_pathway	DAB2IP	positive regulation of cell cycle arrest
5591	GO:0072431	protein	functional_pathway	PRKDC	signal transduction involved in mitotic G1 DNA damage checkpoint
602	GO:0030330	protein	functional_pathway	BCL3	DNA damage response, signal transduction by p53 class mediator
4646	GO:0030330	protein	functional_pathway	MYO6	DNA damage response, signal transduction by p53 class mediator
7157	GO:0030330	protein	functional_pathway	TP53	DNA damage response, signal transduction by p53 class mediator
9100	GO:0030330	protein	functional_pathway	USP10	DNA damage response, signal transduction by p53 class mediator
22976	GO:0030330	protein	functional_pathway	PAXIP1	DNA damage response, signal transduction by p53 class mediator
51499	GO:0030330	protein	functional_pathway	TRIAP1	DNA damage response, signal transduction by p53 class mediator
83667	GO:0030330	protein	functional_pathway	SESN2	DNA damage response, signal transduction by p53 class mediator
144455	GO:0030330	protein	functional_pathway	E2F7	DNA damage response, signal transduction by p53 class mediator
2305	GO:0006978	protein	functional_pathway	FOXM1	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
4582	GO:0006978	protein	functional_pathway	MUC1	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
6672	GO:0006978	protein	functional_pathway	SP100	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
7023	GO:0006978	protein	functional_pathway	TFAP4	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
7157	GO:0006978	protein	functional_pathway	TP53	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
10524	GO:0006978	protein	functional_pathway	KAT5	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
27330	GO:0006978	protein	functional_pathway	RPS6KA6	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
28996	GO:0006978	protein	functional_pathway	HIPK2	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
51065	GO:0006978	protein	functional_pathway	RPS27L	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
51147	GO:0006978	protein	functional_pathway	ING4	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
10459	GO:0042772	protein	functional_pathway	MAD2L2	DNA damage response, signal transduction resulting in transcription
337	GO:0006982	protein	functional_pathway	APOA4	response to lipid hydroperoxide
2054	GO:0033194	protein	functional_pathway	STX2	response to hydroperoxide
6810	GO:0033194	protein	functional_pathway	STX4	response to hydroperoxide
7515	GO:0033194	protein	functional_pathway	XRCC1	response to hydroperoxide
2932	GO:0006983	protein	functional_pathway	GSK3B	ER overload response
7157	GO:0006983	protein	functional_pathway	TP53	ER overload response
9451	GO:0006983	protein	functional_pathway	EIF2AK3	ER overload response
54499	GO:0006983	protein	functional_pathway	TMCO1	ER overload response
55829	GO:0006983	protein	functional_pathway	SELENOS	ER overload response
83734	GO:0006983	protein	functional_pathway	ATG10	ER overload response
468	GO:0034976	protein	functional_pathway	ATF4	response to endoplasmic reticulum stress
487	GO:0034976	protein	functional_pathway	ATP2A1	response to endoplasmic reticulum stress
1051	GO:0034976	protein	functional_pathway	CEBPB	response to endoplasmic reticulum stress
1649	GO:0034976	protein	functional_pathway	DDIT3	response to endoplasmic reticulum stress
1965	GO:0034976	protein	functional_pathway	EIF2S1	response to endoplasmic reticulum stress
2081	GO:0034976	protein	functional_pathway	ERN1	response to endoplasmic reticulum stress
3576	GO:0034976	protein	functional_pathway	CXCL8	response to endoplasmic reticulum stress
4217	GO:0034976	protein	functional_pathway	MAP3K5	response to endoplasmic reticulum stress
5034	GO:0034976	protein	functional_pathway	P4HB	response to endoplasmic reticulum stress
5071	GO:0034976	protein	functional_pathway	PRKN	response to endoplasmic reticulum stress
5295	GO:0034976	protein	functional_pathway	PIK3R1	response to endoplasmic reticulum stress
5923	GO:0034976	protein	functional_pathway	RASGRF1	response to endoplasmic reticulum stress
5924	GO:0034976	protein	functional_pathway	RASGRF2	response to endoplasmic reticulum stress
7466	GO:0034976	protein	functional_pathway	WFS1	response to endoplasmic reticulum stress
8795	GO:0034976	protein	functional_pathway	TNFRSF10B	response to endoplasmic reticulum stress
8893	GO:0034976	protein	functional_pathway	EIF2B5	response to endoplasmic reticulum stress
9451	GO:0034976	protein	functional_pathway	EIF2AK3	response to endoplasmic reticulum stress
10018	GO:0034976	protein	functional_pathway	BCL2L11	response to endoplasmic reticulum stress
10211	GO:0034976	protein	functional_pathway	FLOT1	response to endoplasmic reticulum stress
10956	GO:0034976	protein	functional_pathway	OS9	response to endoplasmic reticulum stress
11153	GO:0034976	protein	functional_pathway	FICD	response to endoplasmic reticulum stress
23071	GO:0034976	protein	functional_pathway	ERP44	response to endoplasmic reticulum stress
23376	GO:0034976	protein	functional_pathway	UFL1	response to endoplasmic reticulum stress
23645	GO:0034976	protein	functional_pathway	PPP1R15A	response to endoplasmic reticulum stress
29979	GO:0034976	protein	functional_pathway	UBQLN1	response to endoplasmic reticulum stress
51506	GO:0034976	protein	functional_pathway	UFC1	response to endoplasmic reticulum stress
51569	GO:0034976	protein	functional_pathway	UFM1	response to endoplasmic reticulum stress
54431	GO:0034976	protein	functional_pathway	DNAJC10	response to endoplasmic reticulum stress
55161	GO:0034976	protein	functional_pathway	TMEM33	response to endoplasmic reticulum stress
57761	GO:0034976	protein	functional_pathway	TRIB3	response to endoplasmic reticulum stress
79876	GO:0034976	protein	functional_pathway	UBA5	response to endoplasmic reticulum stress
81542	GO:0034976	protein	functional_pathway	TMX1	response to endoplasmic reticulum stress
160418	GO:0034976	protein	functional_pathway	TMTC3	response to endoplasmic reticulum stress
192683	GO:0034976	protein	functional_pathway	SCAMP5	response to endoplasmic reticulum stress
1649	GO:0006986	protein	functional_pathway	DDIT3	response to unfolded protein
3303	GO:0006986	protein	functional_pathway	HSPA1A	response to unfolded protein
3329	GO:0006986	protein	functional_pathway	HSPD1	response to unfolded protein
23071	GO:0006986	protein	functional_pathway	ERP44	response to unfolded protein
79139	GO:0006986	protein	functional_pathway	DERL1	response to unfolded protein
201595	GO:0006986	protein	functional_pathway	STT3B	response to unfolded protein
2081	GO:0006987	protein	functional_pathway	ERN1	activation of signaling protein activity involved in unfolded protein response
9217	GO:0006987	protein	functional_pathway	VAPB	activation of signaling protein activity involved in unfolded protein response
54956	GO:0006987	protein	functional_pathway	PARP16	activation of signaling protein activity involved in unfolded protein response
267	GO:0030968	protein	functional_pathway	AMFR	endoplasmic reticulum unfolded protein response
5770	GO:0030968	protein	functional_pathway	PTPN1	endoplasmic reticulum unfolded protein response
9217	GO:0030968	protein	functional_pathway	VAPB	endoplasmic reticulum unfolded protein response
9451	GO:0030968	protein	functional_pathway	EIF2AK3	endoplasmic reticulum unfolded protein response
26608	GO:0030968	protein	functional_pathway	TBL2	endoplasmic reticulum unfolded protein response
51009	GO:0030968	protein	functional_pathway	DERL2	endoplasmic reticulum unfolded protein response
54956	GO:0030968	protein	functional_pathway	PARP16	endoplasmic reticulum unfolded protein response
55432	GO:0030968	protein	functional_pathway	YOD1	endoplasmic reticulum unfolded protein response
55829	GO:0030968	protein	functional_pathway	SELENOS	endoplasmic reticulum unfolded protein response
79139	GO:0030968	protein	functional_pathway	DERL1	endoplasmic reticulum unfolded protein response
80279	GO:0030968	protein	functional_pathway	CDK5RAP3	endoplasmic reticulum unfolded protein response
91319	GO:0030968	protein	functional_pathway	DERL3	endoplasmic reticulum unfolded protein response
3148	GO:0032075	protein	functional_pathway	HMGB2	positive regulation of nuclease activity
116	GO:0045860	protein	functional_pathway	ADCYAP1	positive regulation of protein kinase activity
566	GO:0045860	protein	functional_pathway	AZU1	positive regulation of protein kinase activity
920	GO:0045860	protein	functional_pathway	CD4	positive regulation of protein kinase activity
1026	GO:0045860	protein	functional_pathway	CDKN1A	positive regulation of protein kinase activity
1062	GO:0045860	protein	functional_pathway	CENPE	positive regulation of protein kinase activity
1616	GO:0045860	protein	functional_pathway	DAXX	positive regulation of protein kinase activity
2069	GO:0045860	protein	functional_pathway	EREG	positive regulation of protein kinase activity
2185	GO:0045860	protein	functional_pathway	PTK2B	positive regulation of protein kinase activity
2547	GO:0045860	protein	functional_pathway	XRCC6	positive regulation of protein kinase activity
2621	GO:0045860	protein	functional_pathway	GAS6	positive regulation of protein kinase activity
3491	GO:0045860	protein	functional_pathway	CCN1	positive regulation of protein kinase activity
4921	GO:0045860	protein	functional_pathway	DDR2	positive regulation of protein kinase activity
5606	GO:0045860	protein	functional_pathway	MAP2K3	positive regulation of protein kinase activity
5747	GO:0045860	protein	functional_pathway	PTK2	positive regulation of protein kinase activity
6363	GO:0045860	protein	functional_pathway	CCL19	positive regulation of protein kinase activity
6366	GO:0045860	protein	functional_pathway	CCL21	positive regulation of protein kinase activity
7124	GO:0045860	protein	functional_pathway	TNF	positive regulation of protein kinase activity
7520	GO:0045860	protein	functional_pathway	XRCC5	positive regulation of protein kinase activity
8826	GO:0045860	protein	functional_pathway	IQGAP1	positive regulation of protein kinase activity
9618	GO:0045860	protein	functional_pathway	TRAF4	positive regulation of protein kinase activity
9693	GO:0045860	protein	functional_pathway	RAPGEF2	positive regulation of protein kinase activity
9770	GO:0045860	protein	functional_pathway	RASSF2	positive regulation of protein kinase activity
10899	GO:0045860	protein	functional_pathway	JTB	positive regulation of protein kinase activity
22924	GO:0045860	protein	functional_pathway	MAPRE3	positive regulation of protein kinase activity
23118	GO:0045860	protein	functional_pathway	TAB2	positive regulation of protein kinase activity
23531	GO:0045860	protein	functional_pathway	MMD	positive regulation of protein kinase activity
51422	GO:0045860	protein	functional_pathway	PRKAG2	positive regulation of protein kinase activity
51429	GO:0045860	protein	functional_pathway	SNX9	positive regulation of protein kinase activity
57679	GO:0045860	protein	functional_pathway	ALS2	positive regulation of protein kinase activity
143384	GO:0045860	protein	functional_pathway	CACUL1	positive regulation of protein kinase activity
221938	GO:0045860	protein	functional_pathway	MMD2	positive regulation of protein kinase activity
245711	GO:0045860	protein	functional_pathway	SPDYA	positive regulation of protein kinase activity
26003	GO:0006996	protein	functional_pathway	GORASP2	organelle organization
274	GO:0006997	protein	functional_pathway	BIN1	nucleus organization
5119	GO:0006997	protein	functional_pathway	CHMP1A	nucleus organization
9525	GO:0006997	protein	functional_pathway	VPS4B	nucleus organization
25978	GO:0006997	protein	functional_pathway	CHMP2B	nucleus organization
27183	GO:0006997	protein	functional_pathway	VPS4A	nucleus organization
27243	GO:0006997	protein	functional_pathway	CHMP2A	nucleus organization
29082	GO:0006997	protein	functional_pathway	CHMP4A	nucleus organization
51510	GO:0006997	protein	functional_pathway	CHMP5	nucleus organization
57132	GO:0006997	protein	functional_pathway	CHMP1B	nucleus organization
79643	GO:0006997	protein	functional_pathway	CHMP6	nucleus organization
84942	GO:0006997	protein	functional_pathway	WDR73	nucleus organization
91782	GO:0006997	protein	functional_pathway	CHMP7	nucleus organization
92421	GO:0006997	protein	functional_pathway	CHMP4C	nucleus organization
128866	GO:0006997	protein	functional_pathway	CHMP4B	nucleus organization
1760	GO:0006998	protein	functional_pathway	DMPK	nuclear envelope organization
9631	GO:0006998	protein	functional_pathway	NUP155	nuclear envelope organization
9688	GO:0006998	protein	functional_pathway	NUP93	nuclear envelope organization
23353	GO:0006998	protein	functional_pathway	SUN1	nuclear envelope organization
23399	GO:0006998	protein	functional_pathway	CTDNEP1	nuclear envelope organization
25777	GO:0006998	protein	functional_pathway	SUN2	nuclear envelope organization
80346	GO:0006998	protein	functional_pathway	REEP4	nuclear envelope organization
221035	GO:0006998	protein	functional_pathway	REEP3	nuclear envelope organization
221496	GO:0006998	protein	functional_pathway	LEMD2	nuclear envelope organization
10564	GO:0010256	protein	functional_pathway	ARFGEF2	endomembrane system organization
10565	GO:0010256	protein	functional_pathway	ARFGEF1	endomembrane system organization
7175	GO:0006999	protein	functional_pathway	TPR	nuclear pore organization
55746	GO:0006999	protein	functional_pathway	NUP133	nuclear pore organization
81929	GO:0006999	protein	functional_pathway	SEH1L	nuclear pore organization
6223	GO:0007000	protein	functional_pathway	RPS19	nucleolus organization
1736	GO:0007004	protein	functional_pathway	DKC1	telomere maintenance via telomerase
3320	GO:0007004	protein	functional_pathway	HSP90AA1	telomere maintenance via telomerase
3326	GO:0007004	protein	functional_pathway	HSP90AB1	telomere maintenance via telomerase
7012	GO:0007004	protein	functional_pathway	TERC	telomere maintenance via telomerase
7013	GO:0007004	protein	functional_pathway	TERF1	telomere maintenance via telomerase
7015	GO:0007004	protein	functional_pathway		telomere maintenance via telomerase
10111	GO:0007004	protein	functional_pathway	RAD50	telomere maintenance via telomerase
10728	GO:0007004	protein	functional_pathway	PTGES3	telomere maintenance via telomerase
25913	GO:0007004	protein	functional_pathway	POT1	telomere maintenance via telomerase
54984	GO:0007004	protein	functional_pathway	PINX1	telomere maintenance via telomerase
55135	GO:0007004	protein	functional_pathway	WRAP53	telomere maintenance via telomerase
3104	GO:0010833	protein	functional_pathway	ZBTB48	telomere maintenance via telomere lengthening
64858	GO:0010833	protein	functional_pathway	DCLRE1B	telomere maintenance via telomere lengthening
79008	GO:0010833	protein	functional_pathway	SLX1B	telomere maintenance via telomere lengthening
79991	GO:0010833	protein	functional_pathway	STN1	telomere maintenance via telomere lengthening
548593	GO:0010833	protein	functional_pathway	SLX1A	telomere maintenance via telomere lengthening
9927	GO:0007006	protein	functional_pathway	MFN2	mitochondrial membrane organization
92609	GO:0007006	protein	functional_pathway	TIMM50	mitochondrial membrane organization
4976	GO:0007007	protein	functional_pathway	OPA1	inner mitochondrial membrane organization
54927	GO:0007007	protein	functional_pathway	CHCHD3	inner mitochondrial membrane organization
288	GO:0007009	protein	functional_pathway	ANK3	plasma membrane organization
6711	GO:0007009	protein	functional_pathway	SPTBN1	plasma membrane organization
53947	GO:0007009	protein	functional_pathway	A4GALT	plasma membrane organization
87	GO:0007015	protein	functional_pathway	ACTN1	actin filament organization
998	GO:0007015	protein	functional_pathway	CDC42	actin filament organization
1739	GO:0007015	protein	functional_pathway	DLG1	actin filament organization
2013	GO:0007015	protein	functional_pathway	EMP2	actin filament organization
3636	GO:0007015	protein	functional_pathway	INPPL1	actin filament organization
4430	GO:0007015	protein	functional_pathway	MYO1B	actin filament organization
5880	GO:0007015	protein	functional_pathway	RAC2	actin filament organization
9181	GO:0007015	protein	functional_pathway	ARHGEF2	actin filament organization
9564	GO:0007015	protein	functional_pathway	BCAR1	actin filament organization
9938	GO:0007015	protein	functional_pathway	ARHGAP25	actin filament organization
10459	GO:0007015	protein	functional_pathway	MAD2L2	actin filament organization
23607	GO:0007015	protein	functional_pathway	CD2AP	actin filament organization
23616	GO:0007015	protein	functional_pathway	SH3BP1	actin filament organization
27289	GO:0007015	protein	functional_pathway	RND1	actin filament organization
54509	GO:0007015	protein	functional_pathway	RHOF	actin filament organization
57471	GO:0007015	protein	functional_pathway	ERMN	actin filament organization
79983	GO:0007015	protein	functional_pathway	POF1B	actin filament organization
84952	GO:0007015	protein	functional_pathway	CGNL1	actin filament organization
94134	GO:0007015	protein	functional_pathway	ARHGAP12	actin filament organization
123720	GO:0007015	protein	functional_pathway	WHAMM	actin filament organization
391	GO:0030036	protein	functional_pathway	RHOG	actin cytoskeleton organization
998	GO:0030036	protein	functional_pathway	CDC42	actin cytoskeleton organization
2245	GO:0030036	protein	functional_pathway	FGD1	actin cytoskeleton organization
4287	GO:0030036	protein	functional_pathway	ATXN3	actin cytoskeleton organization
4771	GO:0030036	protein	functional_pathway	NF2	actin cytoskeleton organization
5879	GO:0030036	protein	functional_pathway	RAC1	actin cytoskeleton organization
5881	GO:0030036	protein	functional_pathway	RAC3	actin cytoskeleton organization
6624	GO:0030036	protein	functional_pathway	FSCN1	actin cytoskeleton organization
9344	GO:0030036	protein	functional_pathway	TAOK2	actin cytoskeleton organization
9828	GO:0030036	protein	functional_pathway	ARHGEF17	actin cytoskeleton organization
9844	GO:0030036	protein	functional_pathway	ELMO1	actin cytoskeleton organization
10435	GO:0030036	protein	functional_pathway	CDC42EP2	actin cytoskeleton organization
11151	GO:0030036	protein	functional_pathway	CORO1A	actin cytoskeleton organization
23370	GO:0030036	protein	functional_pathway	ARHGEF18	actin cytoskeleton organization
23647	GO:0030036	protein	functional_pathway	ARFIP2	actin cytoskeleton organization
54434	GO:0030036	protein	functional_pathway	SSH1	actin cytoskeleton organization
56907	GO:0030036	protein	functional_pathway	SPIRE1	actin cytoskeleton organization
57175	GO:0030036	protein	functional_pathway	CORO1B	actin cytoskeleton organization
57381	GO:0030036	protein	functional_pathway	RHOJ	actin cytoskeleton organization
79983	GO:0030036	protein	functional_pathway	POF1B	actin cytoskeleton organization
81788	GO:0030036	protein	functional_pathway	NUAK2	actin cytoskeleton organization
84501	GO:0030036	protein	functional_pathway	SPIRE2	actin cytoskeleton organization
85464	GO:0030036	protein	functional_pathway	SSH2	actin cytoskeleton organization
93627	GO:0030036	protein	functional_pathway	TBCK	actin cytoskeleton organization
283431	GO:0030036	protein	functional_pathway	GAS2L3	actin cytoskeleton organization
1281	GO:0097435	protein	functional_pathway	COL3A1	supramolecular fiber organization
1289	GO:0097435	protein	functional_pathway	COL5A1	supramolecular fiber organization
1471	GO:0097435	protein	functional_pathway	CST3	supramolecular fiber organization
2280	GO:0097435	protein	functional_pathway	FKBP1A	supramolecular fiber organization
3326	GO:0097435	protein	functional_pathway	HSP90AB1	supramolecular fiber organization
4053	GO:0097435	protein	functional_pathway	LTBP2	supramolecular fiber organization
4137	GO:0097435	protein	functional_pathway	MAPT	supramolecular fiber organization
